START: Sat Dec 27 06:40:48 EET 2025
JOB: 196371 TASK: 9
Sat Dec 27 06:40:48 2025       
+-----------------------------------------------------------------------------------------+
| NVIDIA-SMI 550.144.03             Driver Version: 550.144.03     CUDA Version: 12.4     |
|-----------------------------------------+------------------------+----------------------+
| GPU  Name                 Persistence-M | Bus-Id          Disp.A | Volatile Uncorr. ECC |
| Fan  Temp   Perf          Pwr:Usage/Cap |           Memory-Usage | GPU-Util  Compute M. |
|                                         |                        |               MIG M. |
|=========================================+========================+======================|
|   0  Tesla V100-SXM2-32GB           On  |   00000000:0B:00.0 Off |                    0 |
| N/A   40C    P0             58W /  300W |       1MiB /  32768MiB |      0%      Default |
|                                         |                        |                  N/A |
+-----------------------------------------+------------------------+----------------------+
                                                                                         
+-----------------------------------------------------------------------------------------+
| Processes:                                                                              |
|  GPU   GI   CI        PID   Type   Process name                              GPU Memory |
|        ID   ID                                                               Usage      |
|=========================================================================================|
|  No running processes found                                                             |
+-----------------------------------------------------------------------------------------+
[CV] k=10 fold=9
[CV] TRAIN subjects (45): ['SC4002E0', 'SC4011E0', 'SC4012E0', 'SC4021E0', 'SC4022E0'] ...
[CV] VAL   subjects (1):   ['SC4001E0']
[CV] TEST  subjects (5):  ['SC4032E0', 'SC4071E0', 'SC4142E0', 'SC4192E0', 'SC4212E0'] ...
=== DEVICE: cuda ===
=== seq_len=21 stride=1 batch_size=16 ===
=== Transformer: d_model=128 heads=4 layers=2 ff=256 dropout=0.1 ===
=== START TRAIN (SeqTransformer CV fold) ===
[F9] [E01] batch 2060 | loss=0.2756 | acc=1.000
[F9] [E01] batch 2080 | loss=0.5131 | acc=0.812
[F9] [E01] batch 2100 | loss=0.2814 | acc=1.000
[F9] [E01] batch 2120 | loss=0.3773 | acc=0.938
[F9] [E01] batch 2140 | loss=0.3345 | acc=0.938
[F9] [E01] batch 2160 | loss=0.8942 | acc=0.750
[F9] [E01] batch 2180 | loss=0.2913 | acc=1.000
[F9] [E01] batch 2200 | loss=0.4606 | acc=0.875
[F9] [E01] batch 2220 | loss=0.3711 | acc=0.938
[F9] [E01] batch 2240 | loss=0.2811 | acc=1.000
[F9] [E01] batch 2260 | loss=0.4873 | acc=0.938
[F9] [E01] batch 2280 | loss=0.5230 | acc=0.812
[F9] [E01] batch 2300 | loss=0.5252 | acc=0.938
[F9] [E01] batch 2320 | loss=0.5638 | acc=0.812
[F9] [E01] batch 2340 | loss=0.4780 | acc=0.875
[F9] [E01] batch 2360 | loss=0.2454 | acc=1.000
[F9] [E01] batch 2380 | loss=0.6887 | acc=0.750
[F9] [E01] batch 2400 | loss=0.2506 | acc=1.000
[F9] [E01] batch 2420 | loss=0.6925 | acc=0.750
[F9] [E01] batch 2440 | loss=0.3035 | acc=0.938
[F9] [E01] batch 2460 | loss=0.3607 | acc=0.938
[F9] [E01] batch 2480 | loss=0.5364 | acc=0.812
[F9] [E01] batch 2500 | loss=0.5754 | acc=0.812
[F9] [E01] batch 2520 | loss=0.5122 | acc=0.875
[F9] [E01] batch 2540 | loss=0.6689 | acc=0.812
[F9] [E01] batch 2560 | loss=0.2570 | acc=1.000
[F9] [E01] batch 2580 | loss=0.3467 | acc=0.938
[F9] [E01] batch 2600 | loss=0.2653 | acc=1.000
[F9] [E01] batch 2620 | loss=0.3897 | acc=0.938
[F9] [E01] batch 2640 | loss=0.4365 | acc=0.938
[F9] [E01] batch 2660 | loss=0.2957 | acc=1.000
[F9] [E01] batch 2680 | loss=0.4191 | acc=0.938
[F9] [E01] batch 2700 | loss=0.5993 | acc=0.875
[F9] [E01] batch 2720 | loss=0.4351 | acc=0.875
[F9] [E01] batch 2740 | loss=0.6379 | acc=0.750
[F9] [E01] batch 2760 | loss=0.7056 | acc=0.812
[F9] [E01] batch 2780 | loss=0.2556 | acc=1.000
[F9] [E01] batch 2800 | loss=0.3525 | acc=0.938
[F9] [E01] batch 2820 | loss=0.6244 | acc=0.812
[F9] [E01] batch 2840 | loss=0.2390 | acc=1.000
[F9] [E01] batch 2860 | loss=0.5796 | acc=0.812
[F9] [E01] batch 2880 | loss=0.8513 | acc=0.750
[F9] [E01] batch 2900 | loss=0.6520 | acc=0.812
[F9] [E01] batch 2920 | loss=0.3708 | acc=0.938
[F9] [E01] batch 2940 | loss=0.2612 | acc=1.000
[F9] [E01] batch 2960 | loss=0.2497 | acc=1.000
[F9] [E01] batch 2980 | loss=0.2548 | acc=1.000
[F9] [E01] batch 3000 | loss=0.3523 | acc=0.938
[F9] [E01] batch 3020 | loss=0.2570 | acc=1.000
[F9] [E01] batch 3040 | loss=0.2541 | acc=1.000
[F9] [E01] batch 3060 | loss=0.4323 | acc=0.875
[F9] [E01] batch 3080 | loss=0.3821 | acc=0.938
[F9] [E01] batch 3100 | loss=0.6039 | acc=0.875
[F9] [E01] batch 3120 | loss=0.5959 | acc=0.875
[F9] [E01] batch 3140 | loss=0.4390 | acc=0.875
[F9] [E01] batch 3160 | loss=0.4624 | acc=0.812
[F9] [E01] batch 3180 | loss=0.5171 | acc=0.812
[F9] [E01] batch 3200 | loss=0.4054 | acc=0.938
[F9] [E01] batch 3220 | loss=0.6574 | acc=0.812
[F9] [E01] batch 3240 | loss=0.6841 | acc=0.812
[F9] [E01] batch 3260 | loss=0.3021 | acc=0.938
[F9] [E01] batch 3280 | loss=0.3058 | acc=0.938
[F9] [E01] batch 3300 | loss=0.5829 | acc=0.812
[F9] [E01] batch 3320 | loss=0.2949 | acc=1.000
[F9] [E01] batch 3340 | loss=0.3976 | acc=0.938
[F9] [E01] batch 3360 | loss=0.5441 | acc=0.812
[F9] [E01] batch 3380 | loss=0.3380 | acc=0.875
[F9] [E01] batch 3400 | loss=0.2572 | acc=1.000
[F9] [E01] batch 3420 | loss=0.2342 | acc=1.000
[F9] [E01] batch 3440 | loss=0.4262 | acc=0.875
[F9] [E01] batch 3460 | loss=0.3476 | acc=0.938
[F9] [E01] batch 3480 | loss=0.2503 | acc=1.000
[F9] [E01] batch 3500 | loss=0.6186 | acc=0.875
[F9] [E01] batch 3520 | loss=0.3131 | acc=0.938
[F9] [E01] batch 3540 | loss=0.2499 | acc=1.000
[F9] [E01] batch 3560 | loss=0.5926 | acc=0.938
[F9] [E01] batch 3580 | loss=0.8177 | acc=0.812
[F9] [E01] batch 3600 | loss=0.4143 | acc=0.938
[F9] [E01] batch 3620 | loss=0.2681 | acc=1.000
[F9] [E01] batch 3640 | loss=0.4245 | acc=0.938
[F9] [E01] batch 3660 | loss=0.3208 | acc=0.938
[F9] [E01] batch 3680 | loss=0.3698 | acc=0.938
[F9] [E01] batch 3700 | loss=0.3533 | acc=0.938
[F9] [E01] batch 3720 | loss=0.2566 | acc=1.000
[F9] [E01] batch 3740 | loss=0.3809 | acc=0.875
[F9] [E01] batch 3760 | loss=0.3850 | acc=0.875
[F9] [E01] batch 3780 | loss=0.4589 | acc=0.938
[F9] [E01] batch 3800 | loss=0.3018 | acc=1.000
[F9] [E01] batch 3820 | loss=0.3194 | acc=1.000
[F9] [E01] batch 3840 | loss=0.4041 | acc=0.938
[F9] [E01] batch 3860 | loss=0.4127 | acc=0.938
[F9] [E01] batch 3880 | loss=0.5781 | acc=0.812
[F9] [E01] batch 3900 | loss=0.2363 | acc=1.000
[F9] [E01] batch 3920 | loss=0.3594 | acc=0.938
[F9] [E01] batch 3940 | loss=0.4983 | acc=0.938
[F9] [E01] batch 3960 | loss=0.4296 | acc=0.938
[F9] [E01] batch 3980 | loss=0.2621 | acc=1.000
[F9] [E01] batch 4000 | loss=0.2572 | acc=1.000
[F9] [E01] batch 4020 | loss=0.4786 | acc=0.812
[F9] [E01] batch 4040 | loss=0.3705 | acc=0.938
[F9] [E01] batch 4060 | loss=0.2778 | acc=1.000
[F9] [E01] batch 4080 | loss=0.5683 | acc=0.938
[F9] [E01] batch 4100 | loss=0.4578 | acc=0.938
[F9] [E01] batch 4120 | loss=0.3756 | acc=0.875
[F9] [E01] batch 4140 | loss=0.2400 | acc=1.000
[F9] [E01] batch 4160 | loss=0.2575 | acc=1.000
[F9] [E01] batch 4180 | loss=0.6744 | acc=0.812
[F9] [E01] batch 4200 | loss=0.3322 | acc=0.938
[F9] [E01] batch 4220 | loss=0.5297 | acc=0.812
[F9] [E01] batch 4240 | loss=0.2292 | acc=1.000
[F9] [E01] batch 4260 | loss=0.4317 | acc=0.875
[F9] [E01] batch 4280 | loss=0.6040 | acc=0.812
[F9] [E01] batch 4300 | loss=0.6079 | acc=0.875
[F9] [E01] batch 4320 | loss=0.2635 | acc=1.000
[F9] [E01] batch 4340 | loss=0.3489 | acc=0.938
[F9] [E01] batch 4360 | loss=0.3746 | acc=0.875
[F9] [E01] batch 4380 | loss=0.3487 | acc=0.875
[F9] [E01] batch 4400 | loss=0.2851 | acc=0.938
[F9] [E01] batch 4420 | loss=0.7157 | acc=0.750
[F9] [E01] batch 4440 | loss=0.4119 | acc=0.938
[F9] [E01] batch 4460 | loss=0.3602 | acc=0.938
[F9] [E01] batch 4480 | loss=0.4678 | acc=0.875
[F9] [E01] batch 4500 | loss=0.4775 | acc=0.875
[F9] [E01] batch 4520 | loss=0.6361 | acc=0.875
[F9] [E01] batch 4540 | loss=0.3385 | acc=0.938
[F9] [E01] batch 4560 | loss=0.3643 | acc=0.875
[F9] [E01] batch 4580 | loss=0.5163 | acc=0.812
[F9] [E01] batch 4600 | loss=0.6776 | acc=0.812
[F9] [E01] batch 4620 | loss=0.4474 | acc=0.938
[F9] [E01] batch 4640 | loss=0.5040 | acc=0.875
[F9] [E01] batch 4660 | loss=0.2450 | acc=1.000
[F9] [E01] batch 4680 | loss=0.2481 | acc=1.000
[F9] [E01] batch 4700 | loss=0.3905 | acc=0.938
[F9] [E01] batch 4720 | loss=0.4081 | acc=0.938
[F9] [E01] batch 4740 | loss=0.4560 | acc=0.875
[F9] [E01] batch 4760 | loss=0.4591 | acc=0.875
[F9] [E01] batch 4780 | loss=0.3558 | acc=0.875
[F9] [E01] batch 4800 | loss=0.4482 | acc=0.938
[F9] [E01] batch 4820 | loss=0.6961 | acc=0.812
[F9] [E01] batch 4840 | loss=0.3007 | acc=1.000
[F9] [E01] batch 4860 | loss=0.5525 | acc=0.875
[F9] [E01] batch 4880 | loss=0.2433 | acc=1.000
[F9] [E01] batch 4900 | loss=0.3177 | acc=0.938
[F9] [E01] batch 4920 | loss=0.3140 | acc=0.938
[F9] [E01] batch 4940 | loss=0.4528 | acc=0.875
[F9] [E01] batch 4960 | loss=0.3730 | acc=0.938
[F9] [E01] batch 4980 | loss=0.4560 | acc=0.875
[F9] [E01] batch 5000 | loss=0.4332 | acc=0.875
[F9] [E01] batch 5020 | loss=0.4777 | acc=0.875
[F9] [E01] batch 5040 | loss=0.4172 | acc=0.875
[F9] [E01] batch 5060 | loss=0.2609 | acc=1.000
[F9] [E01] batch 5080 | loss=0.3178 | acc=0.938
[F9] [E01] batch 5100 | loss=0.2606 | acc=1.000
[F9] [E01] batch 5120 | loss=0.5040 | acc=0.875
[F9] [E01] batch 5140 | loss=0.2352 | acc=1.000
[F9] [E01] batch 5160 | loss=0.2592 | acc=1.000
[F9] [E01] batch 5180 | loss=0.3975 | acc=0.938
[F9] [E01] batch 5200 | loss=0.2613 | acc=1.000
[F9] [E01] batch 5220 | loss=0.3696 | acc=0.875
[F9] [E01] batch 5240 | loss=0.4216 | acc=0.938
[F9] [E01] batch 5260 | loss=0.4500 | acc=0.812
[F9] [E01] batch 5280 | loss=0.2479 | acc=1.000
[F9] [E01] batch 5300 | loss=0.3156 | acc=0.938
[F9] [E01] batch 5320 | loss=0.2346 | acc=1.000
[F9] [E01] batch 5340 | loss=0.3462 | acc=1.000
[F9] [E01] batch 5360 | loss=0.3061 | acc=0.938
[F9] [E01] batch 5380 | loss=0.4071 | acc=0.938
[F9] [E01] batch 5400 | loss=0.4791 | acc=0.875
[F9] [E01] batch 5420 | loss=0.2645 | acc=1.000
[F9] [E01] batch 5440 | loss=0.3291 | acc=0.938
[F9] [E01] batch 5460 | loss=0.5132 | acc=0.875
[F9] [E01] batch 5480 | loss=0.2728 | acc=1.000
[F9] [E01] batch 5500 | loss=0.3073 | acc=1.000
[F9] [E01] batch 5520 | loss=0.4337 | acc=0.875
[F9] [E01] batch 5540 | loss=0.6130 | acc=0.875
